[HEADER]
;;;;10048;;;;;;;;;;;PDN;8155065;A87JCnN;
[LINES]
;;;;603472;0;P6N11;3;Y;
;;;;754846;2.565;B-066;3;N;
;;;;754846;0;R2KA1;1;Y;
;;;;754846;0;R2KC1;2;Y;
